82_s0046_liver.nii.g_1,liver
83_s0048_aorta.nii.g_1,aorta
84_s0048_kidney_right.nii.g_1,kidney right
85_s0048_liver.nii.g_1,liver
86_s0049_aorta.nii.g_1,aorta
87_s0049_kidney_right.nii.g_1,kidney right
88_s0049_liver.nii.g_1,liver
89_s0050_aorta.nii.g_1,aorta
90_s0050_kidney_right.nii.g_1,kidney right
91_s0050_liver.nii.g_1,liver
92_s0052_aorta.nii.g_1,aorta
93_s0052_kidney_right.nii.g_1,kidney right
94_s0052_liver.nii.g_1,liver
95_s0053_aorta.nii.g_1,aorta
96_s0053_kidney_right.nii.g_1,kidney right
97_s0053_liver.nii.g_1,liver
98_s0054_aorta.nii.g_1,aorta
99_s0054_kidney_right.nii.g_1,kidney right
100_s0054_liver.nii.g_1,liver
101_s0057_aorta.nii.g_1,aorta
102_s0057_kidney_right.nii.g_1,kidney right
103_s0057_liver.nii.g_1,liver
104_s0058_aorta.nii.g_1,aorta
105_s0058_kidney_right.nii.g_1,kidney right
106_s0058_liver.nii.g_1,liver
107_s0059_aorta.nii.g_1,aorta
108_s0059_kidney_right.nii.g_1,kidney right
109_s0059_liver.nii.g_1,liver
110_s0061_aorta.nii.g_1,aorta
111_s0062_aorta.nii.g_1,aorta
112_s0062_kidney_right.nii.g_1,kidney right
113_s0062_liver.nii.g_1,liver
114_s0063_aorta.nii.g_1,aorta
115_s0065_aorta.nii.g_1,aorta
116_s0065_kidney_right.nii.g_1,kidney right
117_s0065_liver.nii.g_1,liver
118_s0066_aorta.nii.g_1,aorta
119_s0066_kidney_right.nii.g_1,kidney right
120_s0066_liver.nii.g_1,liver
121_s0067_aorta.nii.g_1,aorta
122_s0067_liver.nii.g_1,liver
123_s0068_aorta.nii.g_1,aorta
124_s0068_kidney_right.nii.g_1,kidney right
125_s0068_liver.nii.g_1,liver
126_s0069_aorta.nii.g_1,aorta
127_s0069_kidney_right.nii.g_1,kidney right
128_s0069_liver.nii.g_1,liver
129_s0070_aorta.nii.g_1,aorta
130_s0070_kidney_right.nii.g_1,kidney right
131_s0070_liver.nii.g_1,liver
132_s0071_aorta.nii.g_1,aorta
133_s0071_kidney_right.nii.g_1,kidney right
134_s0071_liver.nii.g_1,liver
135_s0072_aorta.nii.g_1,aorta
136_s0072_kidney_right.nii.g_1,kidney right
137_s0072_liver.nii.g_1,liver
138_s0073_aorta.nii.g_1,aorta
139_s0073_kidney_right.nii.g_1,kidney right
140_s0073_liver.nii.g_1,liver
141_s0074_aorta.nii.g_1,aorta
142_s0075_aorta.nii.g_1,aorta
143_s0075_kidney_right.nii.g_1,kidney right
144_s0075_liver.nii.g_1,liver
145_s0076_aorta.nii.g_1,aorta
146_s0076_kidney_right.nii.g_1,kidney right
147_s0076_liver.nii.g_1,liver
148_s0077_aorta.nii.g_1,aorta
149_s0077_kidney_right.nii.g_1,kidney right
150_s0077_liver.nii.g_1,liver
151_s0078_aorta.nii.g_1,aorta
152_s0078_kidney_right.nii.g_1,kidney right
153_s0078_liver.nii.g_1,liver
154_s0079_aorta.nii.g_1,aorta
155_s0080_aorta.nii.g_1,aorta
156_s0080_kidney_right.nii.g_1,kidney right
157_s0080_liver.nii.g_1,liver
158_s0082_aorta.nii.g_1,aorta
159_s0082_kidney_right.nii.g_1,kidney right
160_s0082_liver.nii.g_1,liver
161_s0083_aorta.nii.g_1,aorta
162_s0083_liver.nii.g_1,liver
163_s0084_aorta.nii.g_1,aorta
164_s0084_liver.nii.g_1,liver
165_s0085_aorta.nii.g_1,aorta
166_s0085_liver.nii.g_1,liver
167_s0086_aorta.nii.g_1,aorta
168_s0086_kidney_right.nii.g_1,kidney right
169_s0086_liver.nii.g_1,liver
170_s0088_aorta.nii.g_1,aorta
171_s0088_kidney_right.nii.g_1,kidney right
172_s0088_liver.nii.g_1,liver
173_s0089_aorta.nii.g_1,aorta
174_s0089_kidney_right.nii.g_1,kidney right
175_s0089_liver.nii.g_1,liver
176_s0090_aorta.nii.g_1,aorta
177_s0090_kidney_right.nii.g_1,kidney right
178_s0090_liver.nii.g_1,liver
179_s0091_aorta.nii.g_1,aorta
180_s0091_kidney_right.nii.g_1,kidney right
181_s0091_liver.nii.g_1,liver
182_s0092_aorta.nii.g_1,aorta
183_s0092_kidney_right.nii.g_1,kidney right
184_s0092_liver.nii.g_1,liver
185_s0095_aorta.nii.g_1,aorta
186_s0095_kidney_right.nii.g_1,kidney right
187_s0095_liver.nii.g_1,liver
188_s0096_aorta.nii.g_1,aorta
189_s0096_kidney_right.nii.g_1,kidney right
190_s0096_liver.nii.g_1,liver
191_s0098_aorta.nii.g_1,aorta
192_s0098_kidney_right.nii.g_1,kidney right
193_s0098_liver.nii.g_1,liver
194_s0102_aorta.nii.g_1,aorta
195_s0102_kidney_right.nii.g_1,kidney right
196_s0102_liver.nii.g_1,liver
197_s0104_aorta.nii.g_1,aorta
198_s0105_aorta.nii.g_1,aorta
199_s0105_kidney_right.nii.g_1,kidney right
200_s0105_liver.nii.g_1,liver
201_s0106_aorta.nii.g_1,aorta
202_s0106_kidney_right.nii.g_1,kidney right
203_s0106_liver.nii.g_1,liver
204_s0107_aorta.nii.g_1,aorta
205_s0107_kidney_right.nii.g_1,kidney right
206_s0107_liver.nii.g_1,liver
207_s0108_aorta.nii.g_1,aorta
208_s0108_kidney_right.nii.g_1,kidney right
209_s0108_liver.nii.g_1,liver
210_s0109_aorta.nii.g_1,aorta
211_s0109_kidney_right.nii.g_1,kidney right
212_s0109_liver.nii.g_1,liver
213_s0110_aorta.nii.g_1,aorta
214_s0111_aorta.nii.g_1,aorta
215_s0111_kidney_right.nii.g_1,kidney right
216_s0111_liver.nii.g_1,liver
217_s0112_aorta.nii.g_1,aorta
218_s0114_aorta.nii.g_1,aorta
219_s0114_kidney_right.nii.g_1,kidney right
220_s0114_liver.nii.g_1,liver
221_s0115_aorta.nii.g_1,aorta
222_s0115_kidney_right.nii.g_1,kidney right
223_s0115_liver.nii.g_1,liver
224_s0117_aorta.nii.g_1,aorta
225_s0117_kidney_right.nii.g_1,kidney right
226_s0117_liver.nii.g_1,liver
227_s0119_aorta.nii.g_1,aorta
228_s0119_kidney_right.nii.g_1,kidney right
229_s0119_liver.nii.g_1,liver
230_s0120_aorta.nii.g_1,aorta
231_s0120_kidney_right.nii.g_1,kidney right
232_s0120_liver.nii.g_1,liver
233_s0123_aorta.nii.g_1,aorta
234_s0123_kidney_right.nii.g_1,kidney right
235_s0123_liver.nii.g_1,liver
236_s0124_aorta.nii.g_1,aorta
237_s0124_kidney_right.nii.g_1,kidney right
238_s0124_liver.nii.g_1,liver
239_s0128_aorta.nii.g_1,aorta
240_s0128_liver.nii.g_1,liver
241_s0129_aorta.nii.g_1,aorta
242_s0129_kidney_right.nii.g_1,kidney right
243_s0129_liver.nii.g_1,liver
244_s0131_aorta.nii.g_1,aorta
245_s0131_kidney_right.nii.g_1,kidney right
246_s0131_liver.nii.g_1,liver
247_s0132_aorta.nii.g_1,aorta
248_s0132_liver.nii.g_1,liver
249_s0133_aorta.nii.g_1,aorta
250_s0133_kidney_right.nii.g_1,kidney right
251_s0133_liver.nii.g_1,liver
252_s0135_aorta.nii.g_1,aorta
253_s0135_kidney_right.nii.g_1,kidney right
254_s0135_liver.nii.g_1,liver
255_s0136_aorta.nii.g_1,aorta
256_s0137_aorta.nii.g_1,aorta
257_s0137_kidney_right.nii.g_1,kidney right
258_s0137_liver.nii.g_1,liver
259_s0138_aorta.nii.g_1,aorta
260_s0138_kidney_right.nii.g_1,kidney right
261_s0138_liver.nii.g_1,liver
262_s0139_aorta.nii.g_1,aorta
263_s0139_kidney_right.nii.g_1,kidney right
264_s0139_liver.nii.g_1,liver
265_s0141_aorta.nii.g_1,aorta
266_s0141_kidney_right.nii.g_1,kidney right
267_s0141_liver.nii.g_1,liver
268_s0143_aorta.nii.g_1,aorta
269_s0143_kidney_right.nii.g_1,kidney right
270_s0143_liver.nii.g_1,liver
271_s0145_aorta.nii.g_1,aorta
272_s0145_kidney_right.nii.g_1,kidney right
273_s0145_liver.nii.g_1,liver
274_s0146_aorta.nii.g_1,aorta
275_s0146_liver.nii.g_1,liver
276_s0147_aorta.nii.g_1,aorta
277_s0147_kidney_right.nii.g_1,kidney right
278_s0147_liver.nii.g_1,liver
279_s0150_aorta.nii.g_1,aorta
280_s0150_kidney_right.nii.g_1,kidney right
281_s0150_liver.nii.g_1,liver
282_s0151_aorta.nii.g_1,aorta
283_s0151_kidney_right.nii.g_1,kidney right
284_s0151_liver.nii.g_1,liver
285_s0152_aorta.nii.g_1,aorta
286_s0153_aorta.nii.g_1,aorta
287_s0153_kidney_right.nii.g_1,kidney right
288_s0153_liver.nii.g_1,liver
289_s0154_aorta.nii.g_1,aorta
290_s0156_aorta.nii.g_1,aorta
291_s0156_kidney_right.nii.g_1,kidney right
292_s0156_liver.nii.g_1,liver
293_s0157_aorta.nii.g_1,aorta
294_s0157_kidney_right.nii.g_1,kidney right
295_s0157_liver.nii.g_1,liver
296_s0158_aorta.nii.g_1,aorta
297_s0158_kidney_right.nii.g_1,kidney right
298_s0158_liver.nii.g_1,liver
299_s0160_aorta.nii.g_1,aorta
300_s0160_kidney_right.nii.g_1,kidney right
301_s0160_liver.nii.g_1,liver
302_s0161_aorta.nii.g_1,aorta
303_s0161_kidney_right.nii.g_1,kidney right
304_s0161_liver.nii.g_1,liver
305_s0162_aorta.nii.g_1,aorta
306_s0162_liver.nii.g_1,liver
307_s0163_aorta.nii.g_1,aorta
308_s0163_kidney_right.nii.g_1,kidney right
309_s0163_liver.nii.g_1,liver
310_s0165_aorta.nii.g_1,aorta
311_s0165_kidney_right.nii.g_1,kidney right
312_s0165_liver.nii.g_1,liver
313_s0166_aorta.nii.g_1,aorta
314_s0166_kidney_right.nii.g_1,kidney right
315_s0166_liver.nii.g_1,liver
316_s0167_aorta.nii.g_1,aorta
317_s0168_aorta.nii.g_1,aorta
318_s0168_kidney_right.nii.g_1,kidney right
319_s0168_liver.nii.g_1,liver
320_s0169_aorta.nii.g_1,aorta
321_s0170_aorta.nii.g_1,aorta
322_s0171_aorta.nii.g_1,aorta
323_s0171_kidney_right.nii.g_1,kidney right
324_s0171_liver.nii.g_1,liver
325_s0172_aorta.nii.g_1,aorta
326_s0174_aorta.nii.g_1,aorta
327_s0174_kidney_right.nii.g_1,kidney right
328_s0174_liver.nii.g_1,liver
329_s0175_aorta.nii.g_1,aorta
330_s0175_liver.nii.g_1,liver
331_s0178_aorta.nii.g_1,aorta
332_s0178_kidney_right.nii.g_1,kidney right
333_s0178_liver.nii.g_1,liver
334_s0179_aorta.nii.g_1,aorta
335_s0179_kidney_right.nii.g_1,kidney right
336_s0179_liver.nii.g_1,liver
337_s0181_aorta.nii.g_1,aorta
338_s0182_aorta.nii.g_1,aorta
339_s0182_kidney_right.nii.g_1,kidney right
340_s0182_liver.nii.g_1,liver
341_s0183_aorta.nii.g_1,aorta
342_s0183_kidney_right.nii.g_1,kidney right
343_s0183_liver.nii.g_1,liver
344_s0184_aorta.nii.g_1,aorta
345_s0184_kidney_right.nii.g_1,kidney right
346_s0184_liver.nii.g_1,liver
347_s0185_aorta.nii.g_1,aorta
348_s0188_aorta.nii.g_1,aorta
349_s0188_kidney_right.nii.g_1,kidney right
350_s0188_liver.nii.g_1,liver
351_s0189_aorta.nii.g_1,aorta
352_s0189_kidney_right.nii.g_1,kidney right
353_s0189_liver.nii.g_1,liver
354_s0190_aorta.nii.g_1,aorta
355_s0190_kidney_right.nii.g_1,kidney right
356_s0190_liver.nii.g_1,liver
357_s0191_aorta.nii.g_1,aorta
358_s0191_kidney_right.nii.g_1,kidney right
359_s0191_liver.nii.g_1,liver
360_s0192_aorta.nii.g_1,aorta
361_s0192_kidney_right.nii.g_1,kidney right
362_s0192_liver.nii.g_1,liver
363_s0193_aorta.nii.g_1,aorta
364_s0193_kidney_right.nii.g_1,kidney right
365_s0193_liver.nii.g_1,liver
366_s0194_aorta.nii.g_1,aorta
367_s0194_kidney_right.nii.g_1,kidney right
368_s0194_liver.nii.g_1,liver
369_s0196_aorta.nii.g_1,aorta
370_s0196_kidney_right.nii.g_1,kidney right
371_s0196_liver.nii.g_1,liver
372_s0197_aorta.nii.g_1,aorta
373_s0197_kidney_right.nii.g_1,kidney right
374_s0197_liver.nii.g_1,liver
375_s0199_aorta.nii.g_1,aorta
376_s0199_kidney_right.nii.g_1,kidney right
377_s0199_liver.nii.g_1,liver
378_s0201_aorta.nii.g_1,aorta
379_s0201_kidney_right.nii.g_1,kidney right
380_s0201_liver.nii.g_1,liver
381_s0204_aorta.nii.g_1,aorta
382_s0204_kidney_right.nii.g_1,kidney right
383_s0204_liver.nii.g_1,liver
384_s0206_aorta.nii.g_1,aorta
385_s0206_kidney_right.nii.g_1,kidney right
386_s0206_liver.nii.g_1,liver
387_s0209_aorta.nii.g_1,aorta
388_s0209_liver.nii.g_1,liver
389_s0210_aorta.nii.g_1,aorta
390_s0210_kidney_right.nii.g_1,kidney right
391_s0210_liver.nii.g_1,liver
392_s0211_aorta.nii.g_1,aorta
393_s0211_kidney_right.nii.g_1,kidney right
394_s0211_liver.nii.g_1,liver
395_s0212_aorta.nii.g_1,aorta
396_s0212_kidney_right.nii.g_1,kidney right
397_s0212_liver.nii.g_1,liver
398_s0213_aorta.nii.g_1,aorta
399_s0213_kidney_right.nii.g_1,kidney right
400_s0213_liver.nii.g_1,liver
401_s0215_aorta.nii.g_1,aorta
402_s0215_kidney_right.nii.g_1,kidney right
403_s0215_liver.nii.g_1,liver
404_s0216_aorta.nii.g_1,aorta
405_s0216_kidney_right.nii.g_1,kidney right
406_s0216_liver.nii.g_1,liver
407_s0218_aorta.nii.g_1,aorta
408_s0218_kidney_right.nii.g_1,kidney right
409_s0218_liver.nii.g_1,liver
410_s0219_aorta.nii.g_1,aorta
411_s0219_liver.nii.g_1,liver
412_s0220_aorta.nii.g_1,aorta
413_s0220_kidney_right.nii.g_1,kidney right
414_s0220_liver.nii.g_1,liver
415_s0221_aorta.nii.g_1,aorta
416_s0221_kidney_right.nii.g_1,kidney right
417_s0221_liver.nii.g_1,liver
418_s0222_aorta.nii.g_1,aorta
419_s0222_kidney_right.nii.g_1,kidney right
420_s0222_liver.nii.g_1,liver
421_s0223_aorta.nii.g_1,aorta
422_s0223_liver.nii.g_1,liver
423_s0224_aorta.nii.g_1,aorta
424_s0224_kidney_right.nii.g_1,kidney right
426_s0226_aorta.nii.g_1,aorta
427_s0227_aorta.nii.g_1,aorta
428_s0227_kidney_right.nii.g_1,kidney right
429_s0227_liver.nii.g_1,liver
430_s0228_aorta.nii.g_1,aorta
431_s0228_kidney_right.nii.g_1,kidney right
432_s0228_liver.nii.g_1,liver
433_s0230_aorta.nii.g_1,aorta
434_s0230_liver.nii.g_1,liver
435_s0231_aorta.nii.g_1,aorta
436_s0231_kidney_right.nii.g_1,kidney right
437_s0231_liver.nii.g_1,liver
438_s0232_aorta.nii.g_1,aorta
439_s0232_kidney_right.nii.g_1,kidney right
440_s0232_liver.nii.g_1,liver
441_s0233_aorta.nii.g_1,aorta
442_s0233_kidney_right.nii.g_1,kidney right
443_s0233_liver.nii.g_1,liver
444_s0235_aorta.nii.g_1,aorta
445_s0235_kidney_right.nii.g_1,kidney right
446_s0235_liver.nii.g_1,liver
447_s0236_aorta.nii.g_1,aorta
448_s0236_kidney_right.nii.g_1,kidney right
449_s0236_liver.nii.g_1,liver
450_s0237_aorta.nii.g_1,aorta
452_s0237_liver.nii.g_1,liver
453_s0238_aorta.nii.g_1,aorta
454_s0238_kidney_right.nii.g_1,kidney right
455_s0238_liver.nii.g_1,liver
456_s0239_aorta.nii.g_1,aorta
457_s0239_kidney_right.nii.g_1,kidney right
458_s0239_liver.nii.g_1,liver
459_s0240_aorta.nii.g_1,aorta
460_s0240_kidney_right.nii.g_1,kidney right
461_s0240_liver.nii.g_1,liver
462_s0241_aorta.nii.g_1,aorta
463_s0241_liver.nii.g_1,liver
464_s0242_aorta.nii.g_1,aorta
465_s0242_kidney_right.nii.g_1,kidney right
466_s0242_liver.nii.g_1,liver
467_s0243_aorta.nii.g_1,aorta
468_s0243_kidney_right.nii.g_1,kidney right
469_s0243_liver.nii.g_1,liver
470_s0244_aorta.nii.g_1,aorta
471_s0244_kidney_right.nii.g_1,kidney right
472_s0244_liver.nii.g_1,liver
473_s0245_aorta.nii.g_1,aorta
474_s0245_kidney_right.nii.g_1,kidney right
475_s0245_liver.nii.g_1,liver
476_s0246_aorta.nii.g_1,aorta
477_s0246_kidney_right.nii.g_1,kidney right
478_s0246_liver.nii.g_1,liver
479_s0247_aorta.nii.g_1,aorta
480_s0247_kidney_right.nii.g_1,kidney right
481_s0247_liver.nii.g_1,liver
482_s0248_aorta.nii.g_1,aorta
483_s0248_kidney_right.nii.g_1,kidney right
484_s0248_liver.nii.g_1,liver
485_s0249_aorta.nii.g_1,aorta
486_s0249_kidney_right.nii.g_1,kidney right
487_s0249_liver.nii.g_1,liver
488_s0250_aorta.nii.g_1,aorta
489_s0250_kidney_right.nii.g_1,kidney right
490_s0250_liver.nii.g_1,liver
491_s0252_aorta.nii.g_1,aorta
492_s0252_kidney_right.nii.g_1,kidney right
493_s0252_liver.nii.g_1,liver
494_s0253_aorta.nii.g_1,aorta
495_s0253_kidney_right.nii.g_1,kidney right
496_s0253_liver.nii.g_1,liver
497_s0254_aorta.nii.g_1,aorta
498_s0255_aorta.nii.g_1,aorta
499_s0255_kidney_right.nii.g_1,kidney right
500_s0255_liver.nii.g_1,liver
501_s0256_aorta.nii.g_1,aorta
502_s0256_kidney_right.nii.g_1,kidney right
503_s0256_liver.nii.g_1,liver
504_s0257_aorta.nii.g_1,aorta
505_s0257_kidney_right.nii.g_1,kidney right
506_s0257_liver.nii.g_1,liver
507_s0258_aorta.nii.g_1,aorta
508_s0258_kidney_right.nii.g_1,kidney right
509_s0258_liver.nii.g_1,liver
510_s0260_aorta.nii.g_1,aorta
511_s0260_kidney_right.nii.g_1,kidney right
512_s0260_liver.nii.g_1,liver
513_s0261_aorta.nii.g_1,aorta
514_s0261_kidney_right.nii.g_1,kidney right
515_s0261_liver.nii.g_1,liver
516_s0262_aorta.nii.g_1,aorta
517_s0262_kidney_right.nii.g_1,kidney right
518_s0262_liver.nii.g_1,liver
519_s0263_aorta.nii.g_1,aorta
520_s0264_aorta.nii.g_1,aorta
521_s0264_kidney_right.nii.g_1,kidney right
522_s0264_liver.nii.g_1,liver
523_s0265_aorta.nii.g_1,aorta
524_s0265_kidney_right.nii.g_1,kidney right
525_s0265_liver.nii.g_1,liver
526_s0266_aorta.nii.g_1,aorta
527_s0266_kidney_right.nii.g_1,kidney right
528_s0266_liver.nii.g_1,liver
529_s0270_aorta.nii.g_1,aorta
530_s0270_liver.nii.g_1,liver
531_s0271_aorta.nii.g_1,aorta
532_s0271_kidney_right.nii.g_1,kidney right
533_s0271_liver.nii.g_1,liver
534_s0275_aorta.nii.g_1,aorta
535_s0275_kidney_right.nii.g_1,kidney right
536_s0275_liver.nii.g_1,liver
537_s0277_aorta.nii.g_1,aorta
538_s0279_aorta.nii.g_1,aorta
539_s0281_aorta.nii.g_1,aorta
540_s0283_aorta.nii.g_1,aorta
541_s0283_kidney_right.nii.g_1,kidney right
542_s0283_liver.nii.g_1,liver
543_s0285_aorta.nii.g_1,aorta
544_s0285_kidney_right.nii.g_1,kidney right
545_s0285_liver.nii.g_1,liver
546_s0286_aorta.nii.g_1,aorta
547_s0286_kidney_right.nii.g_1,kidney right
548_s0286_liver.nii.g_1,liver
549_s0287_aorta.nii.g_1,aorta
550_s0287_kidney_right.nii.g_1,kidney right
551_s0287_liver.nii.g_1,liver
552_s0288_aorta.nii.g_1,aorta
553_s0289_aorta.nii.g_1,aorta
554_s0290_aorta.nii.g_1,aorta
555_s0290_kidney_right.nii.g_1,kidney right
556_s0290_liver.nii.g_1,liver
557_s0291_aorta.nii.g_1,aorta
558_s0291_kidney_right.nii.g_1,kidney right
559_s0291_liver.nii.g_1,liver
560_s0292_aorta.nii.g_1,aorta
561_s0293_aorta.nii.g_1,aorta
562_s0293_kidney_right.nii.g_1,kidney right
563_s0293_liver.nii.g_1,liver
564_s0294_aorta.nii.g_1,aorta
565_s0294_liver.nii.g_1,liver
566_s0296_aorta.nii.g_1,aorta
567_s0298_aorta.nii.g_1,aorta
568_s0298_kidney_right.nii.g_1,kidney right
569_s0298_liver.nii.g_1,liver
570_s0299_aorta.nii.g_1,aorta
571_s0299_kidney_right.nii.g_1,kidney right
572_s0299_liver.nii.g_1,liver
573_s0300_aorta.nii.g_1,aorta
574_s0300_kidney_right.nii.g_1,kidney right
575_s0300_liver.nii.g_1,liver
576_s0301_aorta.nii.g_1,aorta
577_s0303_aorta.nii.g_1,aorta
578_s0303_kidney_right.nii.g_1,kidney right
579_s0303_liver.nii.g_1,liver
580_s0304_aorta.nii.g_1,aorta
581_s0304_kidney_right.nii.g_1,kidney right
582_s0304_liver.nii.g_1,liver
583_s0305_aorta.nii.g_1,aorta
584_s0305_kidney_right.nii.g_1,kidney right
585_s0305_liver.nii.g_1,liver
586_s0306_aorta.nii.g_1,aorta
587_s0306_kidney_right.nii.g_1,kidney right
588_s0306_liver.nii.g_1,liver
589_s0307_aorta.nii.g_1,aorta
590_s0307_kidney_right.nii.g_1,kidney right
591_s0307_liver.nii.g_1,liver
592_s0308_aorta.nii.g_1,aorta
593_s0308_kidney_right.nii.g_1,kidney right
594_s0308_liver.nii.g_1,liver
595_s0310_aorta.nii.g_1,aorta
596_s0310_liver.nii.g_1,liver
597_s0311_aorta.nii.g_1,aorta
598_s0311_kidney_right.nii.g_1,kidney right
599_s0311_liver.nii.g_1,liver
600_s0313_aorta.nii.g_1,aorta
601_s0313_kidney_right.nii.g_1,kidney right
602_s0313_liver.nii.g_1,liver
603_s0314_aorta.nii.g_1,aorta
604_s0314_kidney_right.nii.g_1,kidney right
605_s0314_liver.nii.g_1,liver
606_s0315_aorta.nii.g_1,aorta
607_s0315_kidney_right.nii.g_1,kidney right
608_s0315_liver.nii.g_1,liver
609_s0316_aorta.nii.g_1,aorta
610_s0319_aorta.nii.g_1,aorta
611_s0319_kidney_right.nii.g_1,kidney right
612_s0319_liver.nii.g_1,liver
613_s0320_aorta.nii.g_1,aorta
614_s0320_kidney_right.nii.g_1,kidney right
615_s0320_liver.nii.g_1,liver
616_s0321_aorta.nii.g_1,aorta
617_s0321_kidney_right.nii.g_1,kidney right
618_s0321_liver.nii.g_1,liver
619_s0322_aorta.nii.g_1,aorta
620_s0322_liver.nii.g_1,liver
621_s0324_aorta.nii.g_1,aorta
622_s0324_kidney_right.nii.g_1,kidney right
623_s0324_liver.nii.g_1,liver
624_s0325_aorta.nii.g_1,aorta
625_s0325_kidney_right.nii.g_1,kidney right
626_s0325_liver.nii.g_1,liver
627_s0326_aorta.nii.g_1,aorta
628_s0327_aorta.nii.g_1,aorta
629_s0327_kidney_right.nii.g_1,kidney right
630_s0327_liver.nii.g_1,liver
631_s0328_aorta.nii.g_1,aorta
632_s0328_kidney_right.nii.g_1,kidney right
633_s0328_liver.nii.g_1,liver
634_s0329_aorta.nii.g_1,aorta
635_s0329_kidney_right.nii.g_1,kidney right
636_s0329_liver.nii.g_1,liver
637_s0330_aorta.nii.g_1,aorta
638_s0330_kidney_right.nii.g_1,kidney right
639_s0330_liver.nii.g_1,liver
640_s0331_aorta.nii.g_1,aorta
641_s0331_kidney_right.nii.g_1,kidney right
642_s0331_liver.nii.g_1,liver
643_s0332_aorta.nii.g_1,aorta
644_s0332_kidney_right.nii.g_1,kidney right
645_s0332_liver.nii.g_1,liver
646_s0333_aorta.nii.g_1,aorta
647_s0334_aorta.nii.g_1,aorta
648_s0334_kidney_right.nii.g_1,kidney right
649_s0334_liver.nii.g_1,liver
650_s0335_aorta.nii.g_1,aorta
651_s0335_liver.nii.g_1,liver
652_s0336_aorta.nii.g_1,aorta
653_s0336_liver.nii.g_1,liver
654_s0338_aorta.nii.g_1,aorta
655_s0338_kidney_right.nii.g_1,kidney right
656_s0338_liver.nii.g_1,liver
657_s0339_aorta.nii.g_1,aorta
658_s0339_kidney_right.nii.g_1,kidney right
659_s0339_liver.nii.g_1,liver
660_s0341_aorta.nii.g_1,aorta
